Timestamp,Person,Emotion,Age,Gender
2025-10-27 01:01:09,Unknown,angry,23,Man
2025-10-27 01:01:10,Unknown,neutral,24,Man
2025-10-27 01:01:10,Unknown,happy,24,Man
2025-10-27 01:01:11,Unknown,happy,24,Man
2025-10-27 01:01:12,Unknown,happy,23,Man
2025-10-27 01:01:13,Unknown,happy,24,Man
2025-10-27 01:01:14,Unknown,happy,26,Man
